,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
121,"Vanessa Williams, Vivica A. Fox, Nia Long, Michael Beach",6 wins & 12 nominations.,N/A,USA,25 Feb 1998,George Tillman Jr.,"Comedy, Drama",English,68,"One person can keep a family together and, when that one person is gone, a family can be torn apart.",https://m.media-amazon.com/images/M/MV5BMTA1ODE4N2EtM2Q0MS00MTA4LTg2ZTctYWNjMTY2NzYxYmE0XkEyXkFqcGdeQXVyNzUwMjYzMjA@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",26 Sep 1997,True,115 min,Soul Food,movie,N/A,George Tillman Jr.,1997,tt0120169,7.0,"6,185",
122,"Ethan Suplee, Ben Affleck, Scott Mosier, Jason Lee",Nominated for 1 Golden Globe. Another 5 wins & 15 nominations.,N/A,USA,01 Jun 2000,Kevin Smith,"Comedy, Drama, Romance",English,71,"Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",https://m.media-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",18 Apr 1997,True,113 min,Chasing Amy,movie,N/A,Kevin Smith,1997,tt0118842,7.3,"124,796",
123,"Dave Foley, David Anthony Higgins, Jennifer Tilly, Joe Flaherty",1 win & 2 nominations.,N/A,"Canada, UK",24 Sep 2002,David Steinberg,"Comedy, Thriller",English,N/A,"After his boss is murdered, Nelson is on the run for fear of prosecution. He hides out in a small town to avoid the police, which should be easy because they know he didn't do it and they aren't looking for him.",https://m.media-amazon.com/images/M/MV5BM2YyOTk2YzEtZDhhNS00NTEzLThiN2YtZmVhN2EyZGIwYTgwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,HandMade Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",01 Aug 1997,True,92 min,The Wrong Guy,movie,N/A,"Dave Foley, David Anthony Higgins, Jay Kogen",1997,tt0120536,7.1,"2,921",
124,"Jada Pinkett Smith, Omar Epps, Paulette Patterson, Rasila Schroeder",5 wins & 11 nominations.,N/A,USA,17 Jul 2001,Wes Craven,"Horror, Mystery",English,63,"Two years after the first series of murders, as Sydney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",https://m.media-amazon.com/images/M/MV5BMDNlM2E2OTUtZTRhZi00ZDU1LWIxODAtN2E5OGZiNmIwMDIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",12 Dec 1997,True,120 min,Scream 2,movie,http://www.dimensionfilms.com/scream2,"Kevin Williamson (characters), Kevin Williamson",1997,tt0120082,6.1,"142,857",
125,"Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart",4 wins & 1 nomination.,N/A,USA,30 Dec 1997,Richard Donner,"Action, Mystery, Thriller",English,49,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",https://m.media-amazon.com/images/M/MV5BMjQ1MTYxMzA4OF5BMl5BanBnXkFtZTgwNjg2NTM1MTI@._V1_SX300.jpg,Warner Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",08 Aug 1997,True,135 min,Conspiracy Theory,movie,N/A,Brian Helgeland,1997,tt0118883,6.7,"86,787",
126,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John DiMaggio",13 wins & 5 nominations.,N/A,Japan,19 Dec 2000,Hayao Miyazaki,"Animation, Adventure, Fantasy",Japanese,76,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",https://m.media-amazon.com/images/M/MV5BMTVlNWM4NTAtNDQxYi00YWU5LWIwM2MtZmVjYWFmODZiODE5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Miramax Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",19 Dec 1997,True,134 min,Princess Mononoke,movie,http://www.princess-mononoke.com,"Hayao Miyazaki, Neil Gaiman (adapted by: English version)",1997,tt0119698,8.4,"288,488",
127,"Jennifer Lopez, Jackie Guerra, Constance Marie, Alex Meneses",Nominated for 1 Golden Globe. Another 8 wins & 5 nominations.,N/A,USA,23 Sep 1997,Gregory Nava,"Biography, Drama, Music","English, Spanish",67,"The true story of Selena Quintanilla-Perez, a Texas-born Tejano singer who rose from cult status to performing at the Astrodome, as well as having chart topping albums on the Latin music charts.",https://m.media-amazon.com/images/M/MV5BZGE0Y2RlNmQtZDY0Ni00Njk5LWFiZWUtMzc5N2VlZTBhOGE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",21 Mar 1997,True,127 min,Selena,movie,N/A,Gregory Nava,1997,tt0120094,6.7,"22,071",
128,"Licia Maglietta, Valeria Golino, Angela Marraffa, Mira Sardoc",3 wins & 4 nominations.,N/A,"Italy, Switzerland, France",N/A,Silvio Soldini,N/A,Italian,N/A,"A study of the friendship between two contemporary Italian women. One is a pharmacist from the affluent North East, while the other is an impoverished shop assistant living in the South ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2ODg0NDYwMV5BMl5BanBnXkFtZTcwMzE2OTYxOQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",18 Apr 1997,True,123 min,Le acrobate,movie,N/A,"Laura Bosio, Doriana Leondeff (screenplay), Doriana Leondeff (story), Silvio Soldini (screenplay), Silvio Soldini (story)",1997,tt0118550,6.9,167,
129,"Stephen Fry, Jude Law, Vanessa Redgrave, Jennifer Ehle",Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.,N/A,"UK, Japan, Germany",19 Mar 2002,Brian Gilbert,"Biography, Drama, Romance","English, Italian",N/A,"The story of Oscar Wilde, genius, poet, playwright and the First Modern Man. The self-realization of his homosexuality caused Wilde enormous torment as he juggled marriage, fatherhood and ...",https://m.media-amazon.com/images/M/MV5BZGRjYWM5YmQtZDBlNC00ZWNjLThkMDMtYWIzZGQwYjA2ZDQ5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",01 May 1998,True,118 min,Wilde,movie,N/A,"Julian Mitchell (original screenplay), Richard Ellmann (based on the book by)",1997,tt0120514,6.9,"13,681",
130,"Robert Pastorelli, Ruby Dee, Francis Capra, Jonathan Hadary",1 win & 2 nominations.,N/A,USA,30 Jun 1998,Michael Ritchie,"Comedy, Family, Fantasy",English,N/A,"Murray is a male fairy godmother, and he's trying to help 8-year-old Anabel to fulfill her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a ...",https://m.media-amazon.com/images/M/MV5BZGMwZmZlOTQtMDZkMy00NTkxLWIwOTItYWZlMGQwYzM1ZTMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",11 Jul 1997,True,89 min,A Simple Wish,movie,N/A,Jeff Rothberg,1997,tt0120133,5.4,"4,802",
131,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard",Nominated for 1 Oscar. Another 4 wins & 23 nominations.,N/A,USA,10 Oct 2000,Steven Spielberg,"Action, Adventure, Sci-Fi","English, Spanish",59,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",https://m.media-amazon.com/images/M/MV5BMDFlMmM4Y2QtNDg1ZS00MWVlLTlmODgtZDdhYjY5YjdhN2M0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",23 May 1997,True,129 min,The Lost World: Jurassic Park,movie,http://www.lost-world.com/,"Michael Crichton (novel), David Koepp (screenplay)",1997,tt0119567,6.5,"340,051",
132,"Leslie Cheung, Tony Chiu-Wai Leung, Chen Chang, Gregory Dayton",7 wins & 19 nominations.,N/A,"Hong Kong, Japan, South Korea",22 Jun 1999,Kar-Wai Wong,"Drama, Romance","Mandarin, Cantonese, Spanish",69,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,https://m.media-amazon.com/images/M/MV5BMTc4ODY4MjY2MF5BMl5BanBnXkFtZTcwNTE0MDMzNA@@._V1_SX300.jpg,Kino on Video,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",30 May 1997,True,96 min,Happy Together,movie,N/A,Kar-Wai Wong,1997,tt0118845,7.8,"18,970",
133,"Mira Sorvino, Lisa Kudrow, Janeane Garofalo, Alan Cumming",4 nominations.,N/A,USA,15 May 2001,David Mirkin,Comedy,English,59,"Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.",https://m.media-amazon.com/images/M/MV5BMTQyOTE0NjYxNV5BMl5BanBnXkFtZTgwMDA2Mzc2MDE@._V1_SX300.jpg,Touchstone Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",25 Apr 1997,True,92 min,Romy and Michele's High School Reunion,movie,N/A,"Robin Schiff (play), Robin Schiff (screenplay)",1997,tt0120032,6.2,"38,423",
134,"Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda",Nominated for 1 Oscar. Another 8 wins & 21 nominations.,N/A,USA,05 Aug 1998,Quentin Tarantino,"Crime, Drama, Thriller",English,64,A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.,https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",25 Dec 1997,True,154 min,Jackie Brown,movie,N/A,"Quentin Tarantino (written for the screen by), Elmore Leonard (novel)",1997,tt0119396,7.5,"278,243",
135,"Mina Mohammad Khani, Aida Mohammadkhani, Kazem Mojdehi, Naser Omuni",4 wins & 1 nomination.,N/A,Iran,05 Apr 2005,Jafar Panahi,Drama,Persian,N/A,"When a young girl becomes lost in the hustle and bustle of Tehran, her journey turns into a dazzling exercise on the nature of film itself. In this ingenious and daringly original feature, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NDA2ODA2MF5BMl5BanBnXkFtZTcwMTM5NDgyMQ@@._V1_SX300.jpg,Celluoid Dreams,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",25 Nov 1998,True,95 min,The Mirror,movie,N/A,Jafar Panahi,1997,tt0117056,7.6,"1,887",
136,"Pierce Brosnan, Linda Hamilton, Jamie Renée Smith, Jeremy Foley",4 wins.,N/A,USA,20 Jan 1998,Roger Donaldson,"Action, Adventure, Thriller",English,43,"A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America, and discovers that the long dormant volcano, Dante's Peak, may wake up at any moment.",https://m.media-amazon.com/images/M/MV5BMTA1MWM3Y2MtM2YyMS00ZGI1LTgwMGQtMzczYjA5ZThmZTQ1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",07 Feb 1997,True,108 min,Dante's Peak,movie,N/A,Leslie Bohem,1997,tt0118928,5.9,"72,638",
137,"Cari Shayne, Brigitta Dau, Paul Anthony Stewart, Brigid Brannagh",Won 1 Primetime Emmy. Another 1 nomination.,N/A,"USA, Canada",07 Dec 2004,Bobby Roth,"Drama, Romance",English,N/A,"A 19th-century woman, companion to a blue-blooded New England girl, falls for an aristocrat.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyODQzOTgyNF5BMl5BanBnXkFtZTcwNjc4MTkzMQ@@._V1_SX300.jpg,Alliance Atlantis Communications,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",06 Apr 1997,True,95 min,The Inheritance,movie,N/A,"Maria Nation (teleplay), Louisa May Alcott (novel)",1997,tt0119369,7.1,"1,154",
138,"Jason James Richter, August Schellenberg, Annie Corley, Vincent Berry",2 wins & 2 nominations.,N/A,USA,28 Jan 2003,Sam Pillsbury,"Adventure, Drama, Family",English,N/A,16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.,https://m.media-amazon.com/images/M/MV5BMTA2ZmNkZDYtZjE2MC00ZmY0LWI5YjctMTI3NDcxMTNiMDIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}]",08 Aug 1997,True,86 min,Free Willy 3: The Rescue,movie,N/A,"Keith Walker (characters), John Mattson",1997,tt0119152,4.7,"8,329",
139,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley",Nominated for 1 Oscar. Another 6 wins & 14 nominations.,N/A,USA,05 May 1998,Andrew Niccol,"Drama, Sci-Fi, Thriller","English, Esperanto",64,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,https://m.media-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",24 Oct 1997,True,106 min,Gattaca,movie,N/A,Andrew Niccol,1997,tt0119177,7.8,"258,007",
140,"Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey",Nominated for 1 Oscar. Another 2 wins & 15 nominations.,N/A,USA,19 May 1998,Paul Verhoeven,"Action, Adventure, Sci-Fi, Thriller",English,51,"Humans in a fascist, militaristic future wage war with giant alien bugs in a satire of modern world politics.",https://m.media-amazon.com/images/M/MV5BNWExNzg3MmMtYjc3MS00MzFlLWJiOWQtNWYxZTgxNjhlZTQ2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",07 Nov 1997,True,129 min,Starship Troopers,movie,http://www.spe.sony.com/Pictures/SonyMovies/movies/Starship,"Edward Neumeier (screenplay), Robert A. Heinlein (book)",1997,tt0120201,7.2,"249,647",
141,"Susanne Lothar, Ulrich Mühe, Arno Frisch, Frank Giering",4 wins & 6 nominations.,N/A,Austria,09 Oct 2001,Michael Haneke,"Crime, Drama, Horror, Thriller","German, French, Italian",69,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",https://m.media-amazon.com/images/M/MV5BM2ZhZDlmZDMtMDk5OC00YjhiLTgxOTAtYWEwMzhiMjJhMmEwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Attitude Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",11 Mar 1998,True,108 min,Funny Games,movie,N/A,Michael Haneke,1997,tt0119167,7.6,"55,543",
142,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett",Nominated for 1 Oscar. Another 12 wins & 22 nominations.,N/A,USA,09 Dec 1997,P.J. Hogan,"Comedy, Drama, Romance","English, French, Italian",50,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",https://m.media-amazon.com/images/M/MV5BMzRiMGE2MmMtM2RhMy00OWNiLTljYTktOThmMmE1YjY1NjYyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Sony Pictures Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",20 Jun 1997,True,105 min,My Best Friend's Wedding,movie,N/A,Ronald Bass,1997,tt0119738,6.3,"115,422",
143,"Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle",1 win & 5 nominations.,N/A,USA,22 Apr 1998,Mark A.Z. Dippé,"Action, Horror",English,34,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",https://m.media-amazon.com/images/M/MV5BN2ZkMWFlODEtNzIyOC00NmU2LTg5MDQtYWQxY2UyYmQxZGJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",01 Aug 1997,True,96 min,Spawn,movie,N/A,"Todd McFarlane (comic book), Alan B. McElroy (screen story), Mark A.Z. Dippé (screen story), Alan B. McElroy (screenplay)",1997,tt0120177,5.2,"59,515",
144,"Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd",Nominated for 2 Oscars. Another 10 wins & 21 nominations.,N/A,USA,16 Nov 1999,"Don Bluth, Gary Goldman","Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance","English, Russian, French",59,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",https://m.media-amazon.com/images/M/MV5BNGJiNWFlYTMtZTBiZi00ZTVmLWJmZmMtNzEzYzZjNzYzZmRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,20th Century Fox,G,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",21 Nov 1997,True,94 min,Anastasia,movie,N/A,"Susan Gauthier (screenplay), Bruce Graham (screenplay), Bob Tzudiker (screenplay), Noni White (screenplay), Eric Tuchman (animation adaptation)",1997,tt0118617,7.1,"101,829",
145,"Scott Bakula, Jasmine Guy, Natalie Cole, Ashley Peldon",3 wins & 13 nominations.,N/A,USA,03 Sep 2002,Mark Dindal,"Animation, Comedy, Family, Fantasy, Musical",English,N/A,"Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",https://m.media-amazon.com/images/M/MV5BMTIzNjc5ODEzNl5BMl5BanBnXkFtZTcwOTc1MzEyMQ@@._V1_SX300.jpg,Warner Bros. Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}]",26 Mar 1997,True,75 min,Cats Don't Dance,movie,N/A,"Mark Dindal (story), Robert Lence (story), Brian McEntee (story), Rick Calabash (story), David Womersley (story), Kelvin Yasuda (story), Roberts Gannaway (screenplay), Cliff Ruby (screenplay), Elana Lesser (screenplay), Theresa Cullen (screenplay), Cinco Paul (additional screenplay material)",1997,tt0118829,6.9,"6,431",
146,"Matt Damon, Ben Affleck, Stellan Skarsgård, John Mighton",Won 2 Oscars. Another 22 wins & 57 nominations.,N/A,USA,08 Dec 1998,Gus Van Sant,"Drama, Romance",English,70,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",09 Jan 1998,True,126 min,Good Will Hunting,movie,http://www.miramax.com/movie/good-will-hunting/,"Matt Damon, Ben Affleck",1997,tt0119217,8.3,"755,720",
147,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola",Nominated for 1 Oscar. Another 11 wins & 21 nominations.,N/A,USA,06 Oct 1998,John Woo,"Action, Crime, Sci-Fi, Thriller","English, Latin",82,"In order to foil an extortion plot, an FBI agent undergoes a facial transplant surgery and assumes the identity and physical appearance of a terrorist, but the plan turns from bad to worse when the same terrorist impersonates the FBI agent.",https://m.media-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",27 Jun 1997,True,138 min,Face/Off,movie,N/A,"Mike Werb, Michael Colleary",1997,tt0119094,7.3,"321,758",
