,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
199,"Joan Blondell, Warren William, Ann Dvorak, Bette Davis",N/A,N/A,USA,04 Mar 2008,Mervyn LeRoy,"Crime, Drama, Romance",English,N/A,"Although Vivian Revere is seemingly the most successful of a trio of reunited schoolmates, she throws it away by descending into a life of debauchery and drugs.",https://images-na.ssl-images-amazon.com/images/M/MV5BMmEzNzEzYTktYjM4MS00ZTY3LTkxZGItZDJmNGIyOTI5YTFmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,Warner Bros.,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",29 Oct 1932,True,63 min,Three on a Match,movie,N/A,"Lucien Hubbard (screen play), Kubec Glasmon (story), John Bright (story)",1932,tt0023590,7.3,"2,501"
200,"Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins",2 wins.,N/A,USA,22 May 2007,"Howard Hawks, Richard Rosson(co-director)","Action, Crime, Drama, Film-Noir, Thriller",English,N/A,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",https://m.media-amazon.com/images/M/MV5BYmMxZTU2ZDUtM2Y1MS00ZWFmLWJlN2UtNzI0OTJiOTYzMTk3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",09 Apr 1932,True,93 min,Scarface,movie,N/A,"Armitage Trail (based on the novel by), Ben Hecht (screen story), Seton I. Miller (continuity), John Lee Mahin (continuity), W.R. Burnett (continuity), Seton I. Miller (dialogue), John Lee Mahin (dialogue), W.R. Burnett (dialogue)",1932,tt0023427,7.8,"22,482"
201,"Jean Harlow, Chester Morris, Lewis Stone, Leila Hyams",N/A,N/A,USA,27 Mar 1991,Jack Conway,"Comedy, Romance","English, French",N/A,Lillian relentlessly attempts to seduce a married man.,https://m.media-amazon.com/images/M/MV5BOTQ3OTczMzc5OV5BMl5BanBnXkFtZTgwMTEzMDMyMjE@._V1_SX300.jpg,MGM,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",25 Jun 1932,True,79 min,Red-Headed Woman,movie,N/A,"Katharine Brush (book), Anita Loos (screenplay)",1932,tt0023385,7.1,"2,221"
202,"Julian West, Maurice Schutz, Rena Mandel, Sybille Schmitz",N/A,N/A,"Germany, France",13 May 1998,Carl Theodor Dreyer,"Fantasy, Horror",German,N/A,A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,https://m.media-amazon.com/images/M/MV5BODk5ZDBiNTMtMGI4MC00NzQxLWI2ZTUtN2U2NGJmYjFkNTJkXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,General Foreign Sales Corp.,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",14 Aug 1934,True,75 min,Vampyr,movie,N/A,"Sheridan Le Fanu (based on a book by), Christen Jul (screenplay), Carl Theodor Dreyer (screenplay)",1932,tt0023649,7.6,"13,482"
203,"Boris Karloff, Melvyn Douglas, Charles Laughton, Lilian Bond",N/A,N/A,USA,23 Aug 1999,James Whale,"Comedy, Horror, Thriller",English,N/A,"Seeking shelter from a storm, five travelers are in for a bizarre and terrifying night when they stumble upon the Femm family estate.",https://m.media-amazon.com/images/M/MV5BNjE5MGFhM2UtOTY4OS00ZDRiLThlN2QtZDQ2MGEzMGFjZmM1XkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg,Cohen Media,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",20 Oct 1932,True,72 min,The Old Dark House,movie,http://www.cohenmedia.net/films/old-dark-house,"J.B. Priestley (from the novel by), Benn W. Levy (screen play)",1932,tt0023293,7.2,"7,439"
204,"Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery",Won 1 Oscar. Another 1 win & 1 nomination.,N/A,USA,03 Feb 2004,Edmund Goulding,"Drama, Romance","English, Russian",N/A,A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,https://m.media-amazon.com/images/M/MV5BODc5OWY0MWQtZjgzMS00YTA1LTk1ZmEtY2VmYTgwYmU4ZjAwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,MGM Home Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",11 Sep 1932,True,112 min,Grand Hotel,movie,N/A,"Vicki Baum (by), William Absalom Drake (play)",1932,tt0022958,7.5,"15,417"
205,"David Manners, Adrienne Ames, Bela Lugosi, John Wray",N/A,N/A,USA,29 Mar 2005,Edwin L. Marin,"Comedy, Crime, Drama",English,N/A,Murder during film shoot sparks search for a killer.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTYwY2U0ZjItZWNjYS00MjAzLWE5MDAtMmU1MmUzMzY2ZjRlXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg,American Pop Classics,PASSED,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",08 Jan 1933,True,75 min,The Death Kiss,movie,N/A,"Madelon St. Dennis (book), Gordon Kahn (screen play), Barry Barringer (screen play)",1932,tt0023935,6.1,740
206,"Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates",1 win & 1 nomination.,N/A,USA,10 Aug 2004,Tod Browning,"Drama, Horror","English, German, French",N/A,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",https://m.media-amazon.com/images/M/MV5BMjMyYjgyOTQtZDVlZS00NTQ0LWJiNDItNGRlZmM3Yzc0N2Y0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,MGM,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",20 Feb 1932,True,64 min,Freaks,movie,N/A,"Clarence Aaron 'Tod' Robbins (suggested by story: ""Spurs""), Willis Goldbeck (screenplay), Leon Gordon (screenplay)",1932,tt0022913,7.9,"37,888"
207,"The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx",2 nominations.,N/A,USA,10 Oct 2000,Norman Z. McLeod,"Comedy, Musical, Romance, Sport",English,N/A,"Quincy Adams Wagstaff, the new president of Huxley University, accidentally hires bumblers Baravelli and Pinky to help his school win the big football game against the rival Darwin University.",https://m.media-amazon.com/images/M/MV5BNTdjZGU0MjktODM0Yy00MDI1LTg2NGMtYWUxOTFhNDViZWM3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,MCA Universal Home Video,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",19 Aug 1932,True,68 min,Horse Feathers,movie,N/A,"Bert Kalmar (by), Harry Ruby (by), S.J. Perelman (by), Will B. Johnstone (by)",1932,tt0023027,7.7,"10,741"
208,"Fifi D'Orsay, Paul Kelly, Robert Warwick, Edwin Maxwell",N/A,N/A,USA,26 Sep 2006,Phil Whitman,"Comedy, Musical",English,N/A,"A French-Canadian girl is a champion bronc rider and is also a nightclub singer. An ambitious young man sees her act one night and is struck by her talent, realizing that she is good enough...",https://m.media-amazon.com/images/M/MV5BY2M0MmViNzQtYjdjNS00NmIwLWEwODUtZWEyMTY2YjEzMzVjXkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_SX300.jpg,Chadwick Pictures Corporation,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",24 Oct 1932,True,64 min,The Girl from Calgary,movie,N/A,"Lee Chadwick (continuity), Lee Chadwick (dialogue), Leon D'Usseau (story), Sid Schlager (story)",1932,tt0022940,5.6,48
209,"Marlene Dietrich, Clive Brook, Anna May Wong, Warner Oland",Won 1 Oscar. Another 2 nominations.,N/A,USA,20 Oct 1993,Josef von Sternberg,"Adventure, Drama, Romance, Thriller","English, French, Cantonese, German",N/A,A loose woman rediscovers a former lover during a dangerous train ride to Shanghai.,https://m.media-amazon.com/images/M/MV5BMDc3ODRlZDktY2M2MC00Y2UxLWI1MWMtODkyYjI1NzQyNjIwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Paramount Pictures,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",12 Feb 1932,True,82 min,Shanghai Express,movie,N/A,"Jules Furthman (screen play), Harry Hervey (based on the story by)",1932,tt0023458,7.4,"6,434"
210,"Michel Simon, Marcelle Hainia, Sévérine Lerczinska, Jean Gehret",N/A,N/A,France,23 Aug 2005,Jean Renoir,Comedy,French,N/A,"A bookseller saves a tramp from drowning and shelters him, but the tramp's odd behavior starts to wear everyone down.",https://m.media-amazon.com/images/M/MV5BNzlhYTI1MzgtZTU4MS00MDhmLWE5NjUtNTJjYTY4NmJhNjIxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Pathé Contemporary Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",23 Feb 1967,True,85 min,Boudu Saved from Drowning,movie,N/A,René Fauchois (play),1932,tt0022718,7.5,"4,597"
211,"Tatsuo Saitô, Tomio Aoki, Mitsuko Yoshikawa, Hideo Sugawara",1 win.,N/A,Japan,22 Apr 2008,Yasujirô Ozu,"Comedy, Drama",Japanese,91,Two young brothers throw a tantrum when they discover that their father isn't the most important man in his workplace.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzZkOTVjY2MtZDhlMS00MjUyLTkyZWUtZmMzYWY0MTRjNWQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Janus Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",03 Jun 1932,True,100 min,"I Was Born, But...",movie,N/A,"Akira Fushimi (scenario), Geibei Ibushiya (adaptation), Yasujirô Ozu (idea)",1932,tt0023634,8.1,"3,707"
212,"Joel McCrea, Fay Wray, Robert Armstrong, Leslie Banks",N/A,N/A,USA,08 Jun 1999,"Irving Pichel, Ernest B. Schoedsack","Action, Adventure, Thriller","English, Russian",N/A,An insane hunter arranges for a ship to be wrecked on an island where he can indulge in some sort of hunting and killing of the passengers.,https://m.media-amazon.com/images/M/MV5BNzU4MjYxMjI1N15BMl5BanBnXkFtZTgwNjk1NTAwMjE@._V1_SX300.jpg,RKO Radio Pictures Inc.,Passed,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",16 Sep 1932,True,63 min,The Most Dangerous Game,movie,N/A,"James Ashmore Creelman (screen play), Richard Connell (from the O.Henry prize winning collection story by)",1932,tt0023238,7.2,"8,880"
213,"Bela Lugosi, Madge Bellamy, Joseph Cawthorn, Robert Frazer",N/A,N/A,USA,29 Jun 1999,Victor Halperin,Horror,English,N/A,"A young man turns to a witch doctor to lure the woman he loves away from her fiancé, but instead turns her into a zombie slave.","https://m.media-amazon.com/images/M/MV5BMjEwODU3MDI1OF5BMl5BanBnXkFtZTgwODY4NzYwMjE@._V1._CR81.88333129882812,101.53334045410156,1038,1572.249984741211_SX89_AL_.jpg_V1_SX300.jpg",United Artists,Passed,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",04 Aug 1932,True,69 min,White Zombie,movie,http://www.vcientertainment.com/Film-Categories/WHITE-ZOMBIE,"Garnett Weston (story by), Garnett Weston (dialogue by)",1932,tt0023694,6.4,"8,153"
214,"Charles Laughton, Richard Arlen, Leila Hyams, Bela Lugosi",1 win.,N/A,USA,01 Sep 1993,Erle C. Kenton,"Horror, Sci-Fi","English, Cantonese",N/A,"An obsessed scientist conducts profane experiments in evolution, eventually establishing himself as the self-styled demigod to a race of mutated, half-human abominations.",https://m.media-amazon.com/images/M/MV5BMTA2NTI3ODM1NDReQTJeQWpwZ15BbWU4MDMwMzIzNTIx._V1_SX300.jpg,Paramount Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",01 Dec 1932,True,70 min,Island of Lost Souls,movie,N/A,"Waldemar Young (screenplay), Philip Wylie (screenplay), H.G. Wells (novel)",1932,tt0024188,7.5,"7,134"
215,"Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis",Nominated for 3 Oscars. Another 3 wins.,N/A,USA,10 May 2005,Mervyn LeRoy,"Crime, Drama, Film-Noir",English,N/A,"Wrongly convicted James Allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.",https://m.media-amazon.com/images/M/MV5BMDllMDA4YWQtYzdmNC00OGYxLWE0N2QtZmNjM2QxMTgxYzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Vitaphone Corporation,Passed,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",19 Nov 1932,True,92 min,I Am a Fugitive from a Chain Gang,movie,N/A,"Robert E. Burns (by), Howard J. Green (screen play), Brown Holmes (screen play)",1932,tt0023042,8.1,"10,391"
216,"Maurice Chevalier, Jeanette MacDonald, Charles Ruggles, Charles Butterworth",1 win.,N/A,USA,25 Nov 2003,Rouben Mamoulian,"Comedy, Musical, Romance",English,N/A,"A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",https://m.media-amazon.com/images/M/MV5BMGFhZTQ3NGItMWFlNy00OTU4LWJiYzItYWM2NGU1YTY1NjE4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Paramount Pictures,Passed,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",14 Oct 1932,True,104 min,Love Me Tonight,movie,N/A,"Samuel Hoffenstein (screen play), George Marion Jr. (screen play), Waldemar Young (screen play), Léopold Marchand (based on a play by), Paul Armont (based on a play by)",1932,tt0023158,7.7,"3,253"
217,"Irene Dunne, Ricardo Cortez, Jill Esmond, Myrna Loy",N/A,N/A,USA,22 Mar 2012,George Archainbaud,"Drama, Horror, Mystery",English,N/A,Ursula plots to murder 12 women with her supernatural powers.,https://m.media-amazon.com/images/M/MV5BYTQ2ZDBiNTItMGFmNS00NDEwLTkzOTYtM2M4YTgyNDI2MjMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_SX300.jpg,RKO,Passed,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",16 Sep 1932,True,73 min,Thirteen Women,movie,N/A,"Tiffany Thayer, Bartlett Cormack (screen play), Samuel Ornitz (screen play)",1932,tt0023582,6.3,946
218,"Leon M. Lion, Anne Grey, John Stuart, Donald Calthrop",N/A,N/A,UK,28 Jul 1998,Alfred Hitchcock,"Crime, Mystery, Thriller",English,N/A,"A gang of thieves gather at a safe house following a robbery, but a detective is on their trail.",https://m.media-amazon.com/images/M/MV5BM2YzYWExOTMtZDRkNi00MTdmLTgyOTQtZmY2ZTA5NWQ0YzU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,British International Pictures,TV-PG,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",07 Nov 1932,True,66 min,Number 17,movie,N/A,"Joseph Jefferson Farjeon, Joseph Jefferson Farjeon (play), Alma Reville (scenario), Alfred Hitchcock (scenario), Rodney Ackland (scenario)",1932,tt0023285,5.8,"4,059"
219,"Leni Riefenstahl, Mathias Wieman, Beni Führer, Max Holzboer",1 win & 1 nomination.,N/A,Germany,22 Aug 2006,"Leni Riefenstahl, Béla Balázs","Drama, Fantasy, Mystery","German, Italian",N/A,"When the moon is full, young men die attempting to reach the mysterious blue light in the mountains.",https://m.media-amazon.com/images/M/MV5BNTQ1NTMzMTQtODIyYS00MTAxLWE1NTgtZGFkZTE2YmZkZmNjXkEyXkFqcGdeQXVyNTA2NDc4OA@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",08 May 1934,True,85 min,The Blue Light,movie,N/A,"Béla Balázs, Leni Riefenstahl (story)",1932,tt0022694,6.8,"1,002"
220,"Claude Rains, Gloria Stuart, William Harrigan, Henry Travers",3 wins & 2 nominations.,N/A,USA,28 Aug 2001,James Whale,"Horror, Sci-Fi",English,N/A,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",https://m.media-amazon.com/images/M/MV5BYzMxOTI2MWUtMjFhNy00NzBiLThkMTItMmRiMDZkYWI5NDAzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Realart Pictures Inc.,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",13 Nov 1933,True,71 min,The Invisible Man,movie,N/A,"H.G. Wells (novel), R.C. Sherriff (screenplay)",1933,tt0024184,7.7,"25,700"
221,"Richard Arlen, Roscoe Ates, William Austin, Gary Cooper",N/A,N/A,USA,02 Mar 2010,Norman Z. McLeod,"Adventure, Family, Fantasy",English,N/A,In Victorian England a bored young girl dreams that she has entered a fantasy world called Wonderland populated by even more fantastic characters.,https://m.media-amazon.com/images/M/MV5BM2E4OTc4MGMtYmE3My00ZTE5LWE5ZTMtMDg1MGYyNzdiNzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Universal Studios,Passed,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",22 Dec 1933,True,76 min,Alice in Wonderland,movie,N/A,"Joseph L. Mankiewicz (screen play), William Cameron Menzies (screen play), Lewis Carroll (novel)",1933,tt0023753,6.5,"1,701"
222,"James Cagney, Joan Blondell, Ruby Keeler, Dick Powell",1 win.,N/A,USA,21 Mar 2006,Lloyd Bacon,"Comedy, Musical, Romance","English, French",N/A,"Chester Kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.",https://m.media-amazon.com/images/M/MV5BMjM1MjA5NTY1Nl5BMl5BanBnXkFtZTgwNTQ1OTg5MTE@._V1_SX300.jpg,Warner Bros.,G,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",21 Oct 1933,True,104 min,Footlight Parade,movie,N/A,"Manuel Seff (screen play), James Seymour (screen play)",1933,tt0024028,7.7,"4,098"
223,"Katharine Hepburn, Joan Bennett, Paul Lukas, Edna May Oliver",Won 1 Oscar. Another 3 wins & 3 nominations.,N/A,USA,13 Nov 2001,George Cukor,"Drama, Family, Romance","English, German",N/A,A chronicle of the lives of a group of sisters growing up in nineteenth-century America.,https://m.media-amazon.com/images/M/MV5BZGVmNzc3ODYtYjJlYy00YmQ4LWE3NWQtZTlhYWRjYjI1MTg1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,WARNER BROTHERS PICTURES,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",24 Nov 1933,True,115 min,Little Women,movie,N/A,"Louisa May Alcott (by), Sarah Y. Mason (screen play), Victor Heerman (screen play)",1933,tt0024264,7.3,"5,492"
224,"The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx",2 wins & 2 nominations.,N/A,USA,10 Oct 2000,Leo McCarey,"Comedy, Musical, War",English,N/A,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Paramount Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",17 Nov 1933,True,68 min,Duck Soup,movie,N/A,"Bert Kalmar (story), Harry Ruby (story), Arthur Sheekman (additional dialogue), Nat Perrin (additional dialogue)",1933,tt0023969,8.0,"51,703"
225,"Charles Laughton, Robert Donat, Franklin Dyall, Miles Mander",Won 1 Oscar. Another 1 win & 1 nomination.,N/A,UK,23 Jan 2003,Alexander Korda,"Biography, Comedy, Drama, History, Romance","English, German",N/A,King Henry VIII marries five more times after his divorce from his first wife Catherine of Aragon.,https://m.media-amazon.com/images/M/MV5BZDFiZjBmNzItZmRkMi00ZmNmLTg0OTctOGFkZWI2NzRjN2M5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,Criterion Collection,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",21 Sep 1933,True,97 min,The Private Life of Henry VIII.,movie,N/A,"Lajos Biró (story and dialogue), Arthur Wimperis (story and dialogue), Arthur Wimperis (scenario)",1933,tt0024473,7.2,"3,188"
226,"Fredric March, Gary Cooper, Miriam Hopkins, Edward Everett Horton",N/A,N/A,USA,31 May 2005,Ernst Lubitsch,"Comedy, Romance","English, French",N/A,"A woman cannot decide between two men who love her, and the trio agree to try living together in a platonic friendly relationship.",https://m.media-amazon.com/images/M/MV5BMTQxNjQzOTE2M15BMl5BanBnXkFtZTgwMTczMjE1MjE@._V1_SX300.jpg,Criterion Collection,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",29 Dec 1933,True,91 min,Design for Living,movie,http://www.criterion.com/films/27872-design-for-living,"Noël Coward (play), Ben Hecht (screenplay)",1933,tt0023940,7.6,"4,965"
227,"Barbara Stanwyck, George Brent, Donald Cook, Alphonse Ethier",1 win.,N/A,USA,05 Dec 2006,Alfred E. Green,"Drama, Romance","English, French",N/A,"A young woman, sexually exploited all her life, decides to turn the tables and exploit the hapless men at a big city bank - by gleefully sleeping her way to the top.","https://m.media-amazon.com/images/M/MV5BMTc1MDQ4MDkzNl5BMl5BanBnXkFtZTgwODY0NTgyMjE@._V1._CR13.883331298828125,29.533340454101562,308,445_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg",MGM,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",17 Nov 1933,True,71 min,Baby Face,movie,N/A,"Gene Markey (screen play), Kathryn Scola (screen play), Darryl F. Zanuck (story)",1933,tt0023775,7.6,"5,303"
228,"Diana Wynyard, Clive Brook, Una O'Connor, Herbert Mundin",Won 3 Oscars. Another 1 win & 1 nomination.,N/A,USA,06 Aug 2013,Frank Lloyd,"Drama, Romance, War",English,N/A,"The triumphs and tragedies of two English families, the upper-crust Marryots and the working-class Bridges, from 1899 to 1933 are portrayed.",https://m.media-amazon.com/images/M/MV5BMjM1MjQyNDgxMl5BMl5BanBnXkFtZTgwMjgxMDE5MjE@._V1_SX300.jpg,20th Century Fox Film Corporation,Passed,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}]",15 Apr 1933,True,112 min,Cavalcade,movie,N/A,"Reginald Berkeley (screen play), Sonya Levien (continuity)",1933,tt0023876,6.0,"3,839"
