,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
286,"Kristen Bell, Mamie Gummer, Martin Starr, Alex Shaffer",2 nominations.,N/A,USA,08 Oct 2013,Liz W. Garcia,,,"Drama, Romance",English,34,A former valedictorian quits her reporter job in New York and returns to the place she last felt happy: her childhood home in Connecticut. She gets work as a lifeguard and starts a dangerous relationship with a troubled teenager.,https://m.media-amazon.com/images/M/MV5BMjExOTI5MjY3Ml5BMl5BanBnXkFtZTcwMjU2NDk3OQ@@._V1_SX300.jpg,Screen Media Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",30 Jul 2013,True,98 min,,The Lifeguard,movie,http://www.lifeguardmovie.com,Liz W. Garcia,2013,tt2265534,5.6,"13,280",,
287,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane",1 win & 6 nominations.,"$64,400,000","USA, France",08 Oct 2013,James DeMonaco,,,"Horror, Thriller",English,41,"A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",https://m.media-amazon.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",07 Jun 2013,True,85 min,,The Purge,movie,http://www.facebook.com/thepurgemovie,James DeMonaco,2013,tt2184339,5.7,"180,755",,
288,"Mathias Malzieu, Olivia Ruiz, Grand Corps Malade, Jean Rochefort",3 nominations.,N/A,"France, Belgium",07 Oct 2014,"Stéphane Berla, Mathias Malzieu",,,"Animation, Adventure, Drama, Fantasy, Musical, Romance","French, English",56,"A 19th-century drama about a man whose heart was replaced with a clock when he was born. The situation dictates that he should avoid feeling strong emotions -- love, most of all -- but he just can't keep his feelings under wraps.",https://m.media-amazon.com/images/M/MV5BNDcxNjYxMTE2M15BMl5BanBnXkFtZTgwNDY5MjY1MjE@._V1_SX300.jpg,Shout! Factory,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",05 Feb 2014,True,94 min,,Jack and the Cuckoo-Clock Heart,movie,http://www.jackandthecuckooclockheart.com,"Mathias Malzieu (novel), Mathias Malzieu (screenplay), Mathias Malzieu (story), Mathias Malzieu",2013,tt1181840,7.0,"5,404",,
289,"Mariya Smolnikova, Yanina Studilina, Pyotr Fyodorov, Thomas Kretschmann",9 wins & 13 nominations.,"$675,129",Russia,13 May 2014,Fedor Bondarchuk,,,"Action, Drama, War","Russian, German, Japanese",49,"A group of Russian soldiers fight to hold a strategic building in their devastated city against a ruthless German army, and in the process become deeply connected to two Russian women who have been living there.",https://m.media-amazon.com/images/M/MV5BMTU2NjE5NTE5MV5BMl5BanBnXkFtZTgwODMxMjMyMTE@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",10 Oct 2013,True,131 min,,Stalingrad,movie,http://www.stalingrad-themovie.com/,"Sergey Snezhkin, Ilya Tilkin",2013,tt1966566,5.6,"14,482",,
290,"Tristan Barr, Lucas Linehan, Rohana Hayes, Katrina Maree",1 win.,N/A,Australia,17 Mar 2014,Lee Galea,,,"Drama, Romance",English,N/A,"Mike has felt alienated and alone for as long as he can remember, until a new boy arrives at his school - awakening feelings and a world of possibilities he'd never before dared to dream of.",https://m.media-amazon.com/images/M/MV5BMTM4NzI3Njk0M15BMl5BanBnXkFtZTcwNzkxNjU0OA@@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",01 Apr 2013,True,85 min,,Monster Pies,movie,N/A,Lee Galea,2013,tt2379082,6.4,"2,310",,
291,"Adam Berry, Luke Humphrey",N/A,N/A,USA,N/A,Guy Shalem,,,"Short, Romance",English,N/A,A young man comes to terms with his sexuality and his hidden love for his best friend,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MjIzNTYwNF5BMl5BanBnXkFtZTcwNjA1Nzg0OQ@@._V1_SX300.jpg,N/A,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,True,20 min,,Ronny,movie,N/A,"Adam Berry, Luke Humphrey, Guy Shalem (story), Guy Shalem",2013,tt2831440,6.5,418,,
292,"Brandon Alexander III, Dudley Beene, Lauren Rose Lewis, Michael Turchin",N/A,N/A,USA,20 Apr 2015,Charlie Vaughn,,,Comedy,"English, Middle English",N/A,"New girl Cassie (Brandon Alexander III) and outcast Maggie (Dudley Beene) are easily the most awkward girls in high school. Together, they decide the way to win the hearts of the cute boys ...",https://m.media-amazon.com/images/M/MV5BMTgzMzc0MzA4OV5BMl5BanBnXkFtZTgwNjc4NjkwNzE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",27 Jul 2013,True,100 min,,First Period,movie,N/A,Brandon Alexander III,2013,tt2508258,6.3,522,,
293,"Atsuko Tanaka, Mie Sonozaki, Miyuki Sawashiro, Daisuke Namikawa",3 nominations.,N/A,Japan,N/A,Fuminori Kizaki,,,"Animation, Action, Fantasy","Japanese, English, Portuguese",N/A,"Based on the 2009 game, Bayonetta: Bloody Fate follows the story of the witch Bayonetta, as she defeats the blood-thirsty Angels and tries to remember her past from before the time she ...",https://m.media-amazon.com/images/M/MV5BMzkyNTg3MDYxOF5BMl5BanBnXkFtZTgwODM5ODcxMzE@._V1_SX300.jpg,N/A,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",23 Nov 2013,True,90 min,,Bayonetta: Bloody Fate,movie,N/A,"Mitsutaka Hirota, Hideki Kamiya (character), Mari Shimazaki (character)",2013,tt3306776,5.7,"1,056",,
294,"Toby Stephens, Caity Lotz, Denis Lawson, Sam Hazeldine",8 wins & 4 nominations.,N/A,UK,17 Jun 2014,Caradog W. James,,,"Action, Drama, Sci-Fi, Thriller","English, Chinese",52,"In efforts to construct perfect android killing machines in a war against China, UK scientists exceed their goal and create a sentient robot.",https://m.media-amazon.com/images/M/MV5BMTUwMDg1NTk1OV5BMl5BanBnXkFtZTgwMzAyNDczMTE@._V1_SX300.jpg,Xlrator Media,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",21 Mar 2014,True,91 min,,The Machine,movie,http://themachinemovie.com,Caradog W. James,2013,tt2317225,6.1,"28,602",,
295,"Robert Gwilym, Hon Ping Tang, Alexander Mercury, Luke Newberry",1 win & 3 nominations.,N/A,"Netherlands, USA, Czech Republic",10 Sep 2013,Richard Raaphorst,,,Horror,English,49,"Toward the end of World War II, Russian soldiers pushing into eastern Germany stumble across a secret Nazi lab, one that has unearthed and begun experimenting with the journal of one Dr. ...",https://m.media-amazon.com/images/M/MV5BMjA1NDE0MzcyMF5BMl5BanBnXkFtZTcwNTU2MzA3OQ@@._V1_SX300.jpg,MPI Media Group,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",02 Nov 2013,True,84 min,,Frankenstein's Army,movie,http://frankensteinsarmy.com/,"Richard Raaphorst (original idea), Richard Raaphorst (story), Miguel Tejada-Flores (story), Chris W. Mitchell, Miguel Tejada-Flores (screenplay)",2013,tt1925435,5.3,"7,269",,
296,"Carla Juri, Christoph Letkowski, Marlen Kruse, Meret Becker",3 wins & 7 nominations.,N/A,Germany,N/A,David Wnendt,,,"Comedy, Drama",German,77,The adventures of an eccentric girl who has strange attitudes towards hygiene and sexuality longs for the reunion of her divorced parents.,https://m.media-amazon.com/images/M/MV5BNjMwMWMwYjctNzczMC00YjljLWIyMjctMjg3ZDg3NjEyMGEwXkEyXkFqcGdeQXVyNDYxOTY1Njg@._V1_SX300.jpg,Strand Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",22 Aug 2013,True,109 min,,Wetlands,movie,http://wetlandsmovie.com/,"Claus Falkenberg (screenplay), David Wnendt (screenplay), Sabine Pochhammer, Charlotte Roche (novel)",2013,tt2524674,5.8,"10,225",,
297,"Miranda Otto, Glória Pires, Tracy Middendorf, Marcello Airoldi",8 wins & 11 nominations.,"$28,482",Brazil,11 Feb 2014,Bruno Barreto,,,"Biography, Drama, Romance","English, Portuguese",44,A chronicle of the tragic love affair between American poet Elizabeth Bishop and Brazilian architect Lota de Macedo Soares.,https://m.media-amazon.com/images/M/MV5BMzA1Mjk2NDM0MV5BMl5BanBnXkFtZTgwOTQ0OTk1MDE@._V1_SX300.jpg,Wolfe Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",16 Aug 2013,True,118 min,,Reaching for the Moon,movie,http://www.reachingforthemoonmovie.com,"Matthew Chapman (screenplay), Julie Sayres (screenplay), Carmen L. Oliveira (based on the novel ""Flores raras e banalíssimas"" by), Carolina Kotscho (based on the screenplay by)",2013,tt2217458,7.0,"2,537",,
298,"Harrison Gilbertson, Liana Liberato, Jacki Weaver, Ione Skye",N/A,N/A,USA,09 Jun 2014,Mac Carter,,,"Horror, Mystery, Romance",English,33,"An introvert teen befriends his new neighbor, and together the couple begin to explore the haunted house that his family has just purchased.",https://m.media-amazon.com/images/M/MV5BMTQ4MDAyNzEyNl5BMl5BanBnXkFtZTgwNjU5OTUwMTE@._V1_SX300.jpg,IFC Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",20 Mar 2014,True,86 min,,Haunt,movie,http://www.ifccenter.com/films/haunt/,Andrew Barrer,2014,tt2386278,5.2,"7,395",,
299,"Lindsay Burdge, Will Brittain, Jennifer Prediger, Julie Dell Phillips",2 wins & 5 nominations.,"$4,000",USA,01 Sep 2014,Hannah Fidell,,,"Drama, Romance",English,47,"A high school teacher in Austin, Texas has an affair with one of her students. Her life begins to unravel as the relationship comes to an end.",https://m.media-amazon.com/images/M/MV5BMTk2ODYwMDU3MV5BMl5BanBnXkFtZTcwNDc3MDA1OQ@@._V1_SX300.jpg,Oscilloscope Laboratories,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",06 Sep 2013,True,75 min,,A Teacher,movie,http://www.oscilloscope.net/films/film/90/A-Teacher#press,Hannah Fidell,2013,tt2201548,4.8,"3,931",,
300,"Kelly Sheridan, Kazumi Evans, Claire Margaret Corlett, Ashlyn Drummond",N/A,N/A,USA,22 Oct 2013,Kyran Kelly,,,"Animation, Family",English,N/A,"At a fun-filled riding academy in the Alps, Barbie and her sisters go on the vacation of a lifetime and Barbie finds the horse of her dreams.",https://m.media-amazon.com/images/M/MV5BOTkwMDk5NjQ3MV5BMl5BanBnXkFtZTgwMjUxMzY2MDE@._V1_SX300.jpg,Universal Pictures,TV-Y,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",01 Oct 2013,True,72 min,,Barbie & Her Sisters in a Pony Tale,movie,N/A,"Cydne Clark, Steve Granat",2013,tt3321254,6.4,586,,
301,"Kaya Scodelario, Jessica Biel, Frances O'Connor, Aneurin Barnard",5 wins & 1 nomination.,N/A,USA,25 Mar 2014,Francesca Gregorini,,,"Drama, Thriller",English,41,"A troubled girl becomes preoccupied with her mysterious new neighbor, who bears a striking resemblance to her dead mother.",https://m.media-amazon.com/images/M/MV5BMTQ4NDExMTczNV5BMl5BanBnXkFtZTgwNzA4Mzc1MDE@._V1_SX300.jpg,Tribeca Films. Well Go USA,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",10 Jan 2014,True,95 min,,The Truth About Emanuel,movie,http://emanuelandthetruthaboutfishes.com/,"Francesca Gregorini (screenplay), Sarah Thorp (story), Francesca Gregorini (story)",2013,tt1838520,6.0,"7,963",,
302,"Dakota Fanning, Elizabeth Olsen, Sterling Jones, Lenny Platt",N/A,N/A,USA,23 Sep 2014,Naomi Foner,,,"Drama, Romance",English,35,"Two New York City girls make a pact to lose their virginity during their first summer out of high school. When they both fall for the same street artist, the friends find their connection tested for the first time.",https://m.media-amazon.com/images/M/MV5BMTk5MTA2MzMyN15BMl5BanBnXkFtZTgwODA1NTAyMjE@._V1_SX300.jpg,Well Go USA,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",24 Jun 2014,True,91 min,,Very Good Girls,movie,http://www.verygoodgirls-film.com/,Naomi Foner,2013,tt1931602,6.0,"13,255",,
303,"Emily Baldoni, Maury Sterling, Nicholas Brendon, Lorene Scafaria",5 wins & 5 nominations.,N/A,"USA, UK",20 Jan 2015,James Ward Byrkit,,,"Horror, Mystery, Sci-Fi, Thriller",English,65,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,https://m.media-amazon.com/images/M/MV5BNzQ3ODUzNDY2M15BMl5BanBnXkFtZTgwNzg0ODY2MTE@._V1_SX300.jpg,Oscilloscope Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",06 Aug 2014,True,89 min,,Coherence,movie,http://coherencethemovie.com/,"James Ward Byrkit (screenplay by), James Ward Byrkit (story by), Alex Manugian (story by)",2013,tt2866360,7.2,"87,271",,
304,"Carrie Preston, Bernard White, Brian Hutchison, Heather Raffo",N/A,N/A,USA,01 Jun 2014,Sarah Knight,,,Comedy,English,N/A,"This comedy takes its title from the Latin proverb, which literally translated: ""in wine, the truth,"" suggests that people reveal their truest feelings under the influence of alcohol.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMTYwODM3NV5BMl5BanBnXkFtZTcwMDY0Mzc5Ng@@._V1_SX300.jpg,Blue Frog Films LLC,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",28 Jul 2013,True,96 min,,Vino Veritas,movie,http://www.VinoVeritasMovie.com,David MacGregor,2013,tt1647413,6.1,108,,
305,"Miles Teller, Shailene Woodley, Brie Larson, Masam Holden",10 wins & 31 nominations.,N/A,USA,14 Jan 2014,James Ponsoldt,,,"Comedy, Drama, Romance",English,82,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",https://m.media-amazon.com/images/M/MV5BMjA5MTc0NTkzM15BMl5BanBnXkFtZTcwODEwNjE3OQ@@._V1_SX300.jpg,A24,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",13 Sep 2013,True,95 min,,The Spectacular Now,movie,http://spectacularnowmovie.com/,"Scott Neustadter (screenplay), Michael H. Weber (screenplay), Tim Tharp (novel)",2013,tt1714206,7.1,"131,929",,
306,"Jodie Comer, Ciara Baxendale, Dan Cohen, Sharon Rooney",1 win & 8 nominations.,,UK,,N/A,,,"Comedy, Drama, Romance",English,N/A,"Set in 1996 in Lincolnshire, the show tells the tragic and humorous story of a very troubled young girl, Rae, who spent four months in a psychiatric hospital for attempted suicide. After ...",https://m.media-amazon.com/images/M/MV5BNWMyNzEzZjItZWZiMy00MzQ2LWExZjItNDRmZTE0MjEyMGVjXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",14 Jan 2013,True,47 min,,My Mad Fat Diary,series,,N/A,2013–2015,tt2407574,8.4,"13,382",,3
307,"Brandon López, Rodolfo Domínguez, Karen Martínez, Carlos Chajon",37 wins & 21 nominations.,N/A,"Mexico, Spain, Guatemala",N/A,Diego Quemada-Díez,,,Drama,"Spanish, Tzotzil",74,A road movie about teenage immigrants and their journey to the U.S.,https://m.media-amazon.com/images/M/MV5BZmM2OWQzNDgtOGNkMS00NzZjLThiNzAtNTY1MDM4MzE0NDgxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '74/100'}]",09 May 2014,True,108 min,,The Golden Dream,movie,N/A,"Diego Quemada-Díez, Gibrán Portela, Lucía Carreras, Diego Quemada-Díez (story)",2013,tt2042583,7.7,"3,969",,
308,"Catherine Frot, Arthur Dupont, Jean d'Ormesson, Hippolyte Girardot",1 win & 2 nominations.,"$134,515",France,N/A,Christian Vincent,,,"Biography, Comedy","French, English",61,The story of Danièle Delpeuch and how she was appointed as the private chef for François Mitterrand.,https://m.media-amazon.com/images/M/MV5BMTQzMDUzODc3M15BMl5BanBnXkFtZTcwNTA4NzQzOQ@@._V1_SX300.jpg,The Weinstein Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",19 Sep 2012,True,95 min,,Haute Cuisine,movie,http://www.weinsteinco.com/sites/haute-cuisine/,"Etienne Comar (screenplay), Christian Vincent (screenplay), Danièle Mazet-Delpeuch (story)",2012,tt2094877,6.4,"5,409",,
309,"Aoi Yûki, Chiwa Saitô, Eri Kitamura, Kaori Mizuhashi",2 wins & 5 nominations.,N/A,Japan,N/A,"Yukihiro Miyamoto, Akiyuki Shinbo",,,"Animation, Drama, Fantasy, Mystery, Thriller",Japanese,N/A,Madoka Kaname used to be a normal girl living happy days of her life. This all ended when she sacrificed herself in order to save other magical girls from the utterly cruel fate that ...,https://m.media-amazon.com/images/M/MV5BMTU4MDUxMzcxMV5BMl5BanBnXkFtZTgwNzI5MDU2MDE@._V1_SX300.jpg,Warner Brothers,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",26 Oct 2013,True,116 min,,Puella Magi Madoka Magica the Movie Part III: Rebellion,movie,http://www.madokamagicausa.com/,Gen Urobuchi (screenplay),2013,tt2457282,7.7,"2,315",,
310,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",1 nomination.,"$34,600,000","USA, France",17 Dec 2013,Luc Besson,,,"Comedy, Crime, Thriller","English, French, Italian",42,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the Witness Protection Program, where fitting in soon becomes challenging, as their old habits die hard.",https://m.media-amazon.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_SX300.jpg,Relativity Media,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",13 Sep 2013,True,111 min,,The Family,movie,http://www.facebook.com/TheFamilyMovie,"Luc Besson (screenplay), Michael Caleo (screenplay), Tonino Benacquista (based on the book by)",2013,tt2404311,6.3,"101,468",,
311,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano",5 nominations.,"$20,518,224","USA, UK, Japan, Hungary",01 Apr 2014,Carl Rinsch,,,"Action, Adventure, Drama, Fantasy","English, Japanese",28,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",25 Dec 2013,True,128 min,,47 Ronin,movie,http://www.47roninmovie.com/,"Chris Morgan (screenplay), Hossein Amini (screenplay), Chris Morgan (screen story by), Walter Hamada (screen story by)",2013,tt1335975,6.3,"133,964",,
312,"Pegah Ferydoni, Christoph Maria Herbst, Vedat Erincin, Christoph Letkowski",N/A,N/A,Germany,N/A,Züli Aladag,,,Comedy,"German, Turkish, Swiss German",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTU3NzQyOTI5N15BMl5BanBnXkFtZTgwODgxOTY2NjE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",05 Feb 2015,True,90 min,,300 Worte Deutsch,movie,N/A,"Ali Samadi Ahadi, Arne Nolting, Gabriela Sperl, Züli Aladag",2013,tt2288044,5.7,528,,
